카테고리,키워드,질문
TV,드라마,그 인물의 성장과정이랑 가정환경이 나오는 드라마나 영화 추천해 주세요 예를 들어 더 글로리를 보면 연진이의 가정사가 나 오잖아요 그런 드라마나 영화 추천 부탁드려요
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,아마 범인이 사이코패스였던 것 같은데 이상한vr써가지고 복수하는? 그런 영화 드라마 같은데 찾아주세요ㅠㅠ
TV,드라마,이거 무슨 드라마 인가요
TV,드라마,영화 드라마 마케팅에 관심이 많은데 관렴 학과가 미컴과 뿐인가요? 딴 학과는 뭐뭐 있나요
TV,드라마,
TV,드라마,
TV,드라마,"반짝이는 워터멜론,너의 이름은,응답하라1988,사랑의 불시착,장난스런 키스,남자가 사랑할 때,나의 소녀시대,목소리의 향태,너의 췌장을 먹고 싶어 같은 여운,아쉬움이 많이 남거나 짝사랑이나 학창시절,첫사랑,로맨스 이런 영화나 드라마 추천 좀요"
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,우리나라 드라마는 아니고 외국 드라마 같았어요.. 영화 인지 드라마인지도 잘 모르겠는데 틱톡에 많이 떠서 물어봐요 영어로 niccologovender 이렇게 뜨기도...
TV,드라마,우리나라 드라마는 아니고 외국 드라마 같았어요.. 영화 인지 드라마인지도 잘 모르겠는데 틱톡에 많이 떠서 물어봐요 영어로 niccologovender 이렇게 뜨기도...
TV,드라마,"제가 본건 몇화인지 기억안나는데
일단 시간 관련된 해외 드라마에용
남자 주인공이 있었고
무슨 조각상같은 것들이랑 눈 마주치면
시간이 멈쳐지는건가? 암튼 그랬는데
꽤 예전에 나온 것 같았어요
티비같은걸로 과거인가 미래 사람들이랑 공유?같은거 되다가 맨 마지막에 티비 속 사람도 눈 깜빡이지 말라했는데 눈 깜빡아서 시간 멈쳐진? 그런걸로 알고든용
이게 드라마였던 것 같거든요..
아는 분 있을까요ㅠㅠ
외국 드라마였어요
또 조각상같은 것들이 계속 주인공 일행들 쫓아 다니고 있었던? 것 같았어요"
TV,드라마,재밌는 웹드라마 추천해주세요
TV,드라마,
TV,드라마,일본 드라마 중에 요리 드라마 추천해주세요 
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,옛날 드라마인데 집안에 시계들이 엄청많고 시계가 목숨인것 처럼 깨지면 막 아파하던데 이 드라마 제목 아시는분ㅠㅠ 채택드립니다
TV,드라마,"드라마 영화 유료 싸이트 알려주세요

네플릭스는 볼만한 영화가 별로 없더라고요"
TV,드라마,
TV,드라마,
TV,드라마,남자가 여랑같이 술먹고 자니까 옆에 여자 칼로 살해 되있어서 남자가 도망감 그리고 형사는 증거물품인 네블라이저 숨김 이 드라마나 영화 제목 아시는분 제발요 미치겠어요
TV,드라마,전수경 배우님 옛날에 계모..(?)로 출연하신 드라마 이름 혹시 아시는 분 .. 딸이랑 관련해서 막 부자집 애랑 뭐 관련된 거였는데
TV,드라마,
TV,드라마,"안녕하세요, 해외 드라마인지 영화인지 제목을 못 찾아서 지식인에 글 남깁니다

내용은,, 어떤 남자가 죽었는데, 사후세계가 있고 호라이즌(?) 이라는 가장 좋은 곳에서 깨어납니다 
그 사후세계에선 돈으로 살아가는 급을 정할 수 있고, 돈 낸 만큼 데이터를 사용하여 말과 행동을 할 수 있었습니다. 
호라이즌인지 정확히 모르겠지만,, 죽은 남자가 사후에도 잘 살 수 있는 시스템을 만들었는데 어떤 사람이 돈을 목적으로 갈취하려다 남자를 죽였고, 이를 깨닫는 내용이었던거 같습니다. 

사후세계 이름이 호라이즌 이었던거 같은데.. 게임 내용만 나오고 못찾겠네요 ㅠㅠ 
찾아주시면 감사하겠습니다!"
TV,드라마,
TV,드라마,
TV,드라마,광대가 어린아이를 납치한 드라마에요 찾아주ㅛㅔ요 (미드X)
TV,드라마,"일단 로맨스 드라마였던 거 같고요.
기억나는 장면은 여주, 남주 하고 여러 명이 산속? 같은 곳에 갔는데 거기서 어떤 집에서 어떤 할아버지?를 만나요.
그때 할아버지가 약간 산속으로 가는 통로? 같은 게 있었는데 거기로 가지 말랬던 거 같아요.
일단 그 집에 들어가서 여주, 남주?, 할아버지 하고 이야기 나누다가 할아버지가 나가고 여주가 옆에 있는 떡을 먹었어요.
근데 그 떡 먹고 여주가 이상해진 거예요. 약간 술 먹은 거처럼.
그래서 봤는데 떡이 대마초?로 만든 건가 그랬을 거예요.
그래서 여주가 나와서 고추 말리던 곳?에서 해롱해롱 거리다가 넘어지고 남주랑 다른 사람들 다 놀라고, 할아버지도 그때 봤었나? 그랬을 거예요.
그래서 할아버지가 대마초 있어서 산속으로 들어가지 말랬던 거고, 할아버지는 잡혀갔었나 기억이 잘 안 나네요ㅠㅠ
약간 치얼업? 같은 드라마였나 그 드라마였나 잘 기억이 안 나서 제발 알려주세요."
TV,드라마,
TV,드라마,정확히는 기억이 잘 안 나는데 어떤 높은 의사(?)가 있고 그 아들이 범죄 일으키고 의식불명(?) 돼서 가짜 아들 만들고 알고보니 진짜 아들이랑 사고 난 아이가 가짜 아들인 그런 내용이 있었던 것 같아요. 한국 영화나 드라마인데 진짜 너무 찾고싶어요ㅜㅜ 진짜 급해요ㅠㅠㅜㅠㅠㅜ
TV,드라마,
TV,드라마,"영화 다큐 드라마에 등장하는 문장들을
몇문장정도 (출처는 분명히 밝히고) 블로그에 올려도 괜찮은가요?
저작권법으로는 불법으로 알고있는데 맞나요?
사진캡쳐없이 문장 몇개정도만 따로 정리해서 적는것은 저작권 없나요??"
TV,드라마,고등학생(여자)이 연기 연습하기 좋은 드라마나 영화 추천해주세요
TV,드라마,
TV,드라마,"공포, 의료, 찐사극 제외

잘생긴 배우 또는 아이돌 나오는 드라마 추천 바랍니다.
최근 5년 이내 드라마"
TV,드라마,
TV,드라마,"드라마

어떤 아줌마가 자기집 강아지를 괴롭히고있어서
어떤 여학생이 와서 제가 이 강아지 입양할게요 하면서 15만원 달라는 드라마 아시는분 ..?"
TV,드라마,"10대가 보기 좋은 드라마 영화 추천해주세요
초반부터 재밌어야됨 제가 초반만 보다가 끈적이 많거든요...제가 제일 좋아하는 드라마 영화는 별에서 온 그대, 사랑의 불시착, 미스터션샤인, 노트북임 취향에 맞는 걸로 추천해주세요"
TV,드라마,
TV,드라마,어렸을때 봤는데 제목이 기억이 안나네요..기억나는 내용은 여주인공이 웹툰속에 들어가서 남주인공을 좋아하는 내용인데 나중에 여주인공 아빠 얼굴도 사라지고 뭐 여주가 그 세상에서 칼이 손에 베어서 피가 난다던가 뭐..그런내용 조금 있는데… 뭔 드라마일까요 ㅠㅠ 설명이 너무 부족하나요ㅜㅜㅜ
TV,드라마,"그렇게 오래된드라마는 아니고 아마 넷플릭스에서 방영했던걸로 기억합니다
제가 기억하는 내용은 여자살인마? 가 감옥에 갔는데 사진에 나오는 얼굴 낙서한 여자가 “남자 진짜 많이 죽였어요? 제 영웅이에요” 하는 그런 내용이었는데 드라마? 영화? 제목좀 알고싶어요 (사진은 그 배우가 snl 출현했던 사진입니다)"
TV,드라마,
TV,드라마,"라프텔이 좋나요 와챠가 좋나요 넷플릭스가 좋나요 티빙이 좋나요

애니랑 드라마랑 영화랑 다 비슷비슷하게 볼거같은데 한 군데만 하려구요 추천해주세요"
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,진짜 예전에 했던 드라마였던 것 같은데 잘은 기억이 안나지만 기억나는 한 장면이 여주가 뱀파이어?라 피 먹는걸 친구들에게 숨기고 살았는데 무슨 핸드크림통이었나 비비통이었나 거기 통에다가 피 숨겼다가 친구한테 발각되는? 그런 장면이 있었던 것 같거든요ㅠ 이 드라마 제목이 뭘까요??
TV,드라마,"한국 드라마를 줄거리를 요약해서 유투브에 올리는 것이 저작권에 위배되나요?
영상과 음성을 포함 드라마 4시간짜리를 15분 정도 편집하는 경우입니다.

실제 유투브에 보면 영화나 넷플릭스 드라마를 요약해서 보여주는 컨텐츠가 많이 있는데 이런 것들이 저작권에 문제가 없는 지 궁금합니다."
TV,드라마,"취미로 웹드라마 대본 쓰고있습니다.
보통 웹드라마 대본은 A4용지로 몇분인가요?

예) A4용지 한장 5분 이런 식 으로 궁금합니다."
TV,드라마,"드라마 산업 영화산업 ott 산업에 대해서 궁금합니다
작품 제작사에 근무하는 분들은 좋은 작품을 만들고싶은사명감으로 일하는 경우가 많은지 아니면 단지 다른 직장인들처럼 밥벌이로 일하는 경우가 많은지도 궁금하구
드라마 영화제작 분야는 왜 제작환경이 새벽 촬영이 많은지도 궁금합니다 짧은 시간 촬영하면 안되는지 할리우드 산업이랑 우리나라 엔터산업은 차이가 많이 나는지 궁금합니다"
TV,드라마,
TV,드라마,
TV,드라마,"제가 최근에 페이스북에 뜬 너와 나의 거리라는 웹드라마에
지원했는데 에이전시인가요? 아님 제작사측에서 하는건가요?"
TV,드라마,
TV,드라마,"왓챠랑 티빙쓰고있는데 티빙을 더 많이 보기때문에..! 티빙쪽으로 추천 바랍니다..
니미소시흔미처럼 코미디? 로맨스같은 그런 드라마 좋아합니다!
없다면 그냥 로맨스.. 꽁냥꽁냥한거....우히히"
TV,드라마,
TV,드라마,
TV,드라마,대충 사원증 보여주시면서 연예인은 아니고 웹드라마 만드는 곳인데 ~ 이런식으로 이야기하셨거든요. 그쪽 분야에 관심은 없는데 회사 이름이 잘 기억이 안나서 알 수 있을까요? 대충 J** 이라고하셨는데 J**에 해당하는 웹드라마 회사가 어디가 있을까요?
TV,드라마,
TV,드라마,방송국에서 드라마 오디션 공지는 보통 얼마나 자주 올라오나요?
TV,드라마,"기억이 가물가물해서 기억이 잘 안나지만 재밌게 봤던 기억이 나서 올려 봅니다ㅠㅠ
일단 엠비씨 아니면 티비엔 드라마인 걸로 기억하고
장면만 뜨문뜨문 기억나는데 일단 학생 시절이였던 남주랑 여주가 북유럽?에서 학교를 다니다가(여기서 남주가 여주랑 남주 아지트에서 놀다가 갇혀서 눈 트라우마 같은 거 있음) 헤어지게 되고 나중에 한국에서 만나는데 남주가 작곡가? 가 되어서 녹음실을 차렸는데 여주가 거길 모르고 들어가게 되고 그러면서 이어지는 데 아 너무 찾고 싶어요ㅠㅠㅠㅠㅠㅠ"
TV,드라마,"사례를 찾던 중 드라마 내용을 인용하려고 하는데 저작권에 걸리나요? 사용하면 안될까요?...
소설은 많이들 참고하던데..인용해도 되면 출처를 어떻게 남겨야 할까요?
대사와 내용 둘 다 사용하려는데 대사 따로 내용 따로 출처를 남길 필요는 없나요?"
TV,드라마,"영화인지 드라마인지 제목 좀 찾아주세요ㅠㅠ
한국 작품입니다. 주인공이 아닌 단역 내지 조연분이 독이 든 무언가를 마시게 되고(먹게 되고)
뒤늦게 깨닫습니다. 그러고는 비틀비틀거리며 식당? 같은 곳에 들어가서 해독을 위해서인지 소금 가져오라고 여러차례 소리를 지른 후 소금을 뒤늦게 먹지만 결국 바닥에 쓰러진 상태로 눈을 뜨고 사망합니다. 갑자기 이 장면이 생각이 났는데 무슨 영화인지 드라마인지 모르겠어요 ㅠㅠ"
TV,드라마,우리나라 드라마는 아니고 외국 드라마 같았어요.. 영화 인지 드라마인지도 잘 모르겠는데 틱톡에 많이 떠서 물어봐요 영어로 niccologovender 이렇게 뜨기도...
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,비행기인가 비행기 안에서 죽어가는데 그 무슨 친구한테 전화해서 녹음하라하고 자기 재산 어쩌구 하면서 유언남기고 금고 비밀번호랑 여자친구랑 잔 거 자기라고 까발린 그 드라마인가 영화 뭔가요...마지막에 살았어요
TV,드라마,
TV,드라마,"추천해주세여 오월의 청춘, 1987 이런 느낌이요! 여운이 많이 남는 드라마 좋아합니다"
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,"약간 미스테리 관련된 작품인데 고고학자였나 그 사람이 땅에 묻혀있는 불상을 캤는데 눈쪽에 천이 감겨져있었어요 그 천이 아마 부적같은거였을건데 소식 듣고 대학교에 찾아온 스님들이 그거 저주받은 불상?이라고 눈을 보면 안된다고 했어요 근데 그거 못들은 사람들이 박물관에 전시해뒀는데 하필 그날 마을 회의? 같은걸 체육관쪽에서 하는거예요 쨋든 그 불상의 눈을 본 사람들이 미쳐가는? 그런 드라만데 제목이 뭔가요?

요약: 저주받은 불상의 눈을 보면 좀비/미친사람으로 변함"
TV,드라마,"드라마는 작가 비중이 크고
영화는 감독 비중이크던데
왜 그런거에요? 어떤차이가 있는건가요! 궁금합니다!"
TV,드라마,
TV,드라마,
TV,드라마,"몇년 전 드라마인 것 같은데
궁이 배경이였음 근데 시대는 스마트폰을 썼음
아역배우가 있었는데 애기씨라고 불렀음"
TV,드라마,"안녕하세요, 제가 제품을 만드려고 하는데요.

제가 생각한 이름이 드라마이름으로 나왔더라구요 ㅜ_ㅜ

그런데 키프리스에서 찾아보니까  상표등록이 안되어잇는거같은데   제가 사용해도 문제없는거겠죠...?



유명한 드라마 ""미스터 선샤인"" 도 등록이 안되어있던데 이거 왜그런건가요?

실체가있는 제품이 아닌경우에는 안하는게 일반적인가요?"
TV,드라마,우리나라 드라마는 아니고 외국 드라마 같았어요.. 영화 인지 드라마인지도 잘 모르겠는데 틱톡에 많이 떠서 물어봐요 영어로 niccologovender 이렇게 뜨기도...
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,"제가 내일 오디션을 처음 보러가는데요..
연기가 필수래요
혹시 웹드라마에서 나온 대사를 연기해도 되는 건가요?"
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,"배경이 학교고 그 학교만의 어플이 있는데 방장이 방을 만들면 거기 학생들이 들어올 수 있어요.
근데 여주가 그 앱 개발자고 남주한테 들키는 그런 내용인데 다시 보고 싶은데 제목이 기억이 안나오ㅠㅠㅠㅠㅠㅠㅠㅠ 드라마인지 웹툰인지도ㅜㅜㅜ 고수님들 부탁드려요"
TV,드라마,어떤 해커가 임무를 마치고 횡단보도를 건너던 중 트럭에 치여 죽는 드라마/영화 였는데 이 장면 밖에 기억이 안나네요 ^^; 해커는 에어팟 맥스 같은 헤드셋을 착용하고있엇습니다!
TV,드라마,드라마 속에서 주인공이 뭐 요리나 음악 하는것처럼 배우나 연기 하는 드라마 아시는분 알려주세용
TV,드라마,
TV,드라마,웹드라마 오디션 보러가는데 자유대본 길이가 이정돈데 많이 긴가요? 그리고 외워가야 하나요? 1번째가 길면 2번째 사진으로 보러가려고요
TV,드라마,우리나라 드라마는 아니고 외국 드라마 같았어요.. 영화 인지 드라마인지도 잘 모르겠는데 틱톡에 많이 떠서 물어봐요 영어로 niccologovender 이렇게 뜨기도...
TV,드라마,"표지는 무슨 사람이 가면쓴거같은 표지였고 일본드라마였어요
그리고 주제가 살인사건?관련된거였던거같은데 무슨 드라마였는지 기억이 안나요..ㅠㅠㅠ
무슨 사이코였나?같은게 제목에 있었던거같기도 한데.."
TV,드라마,
TV,드라마,7인의 탈출이나 행복배틀 비슷한 드라마 추천해주세요
TV,드라마,"전에 봤던 드라마나 영화일건데 제목이 기억이 안나서요.
일단 어린 아이는 다른사람의 마음인가 속으로 생각하고 있는것을 읽을수 있어요. 재판에서 어린 아이의 아빠를 쇠로 구타하여 죽인 범인은 차로 친거지 직접 죽이진 않았다고 하고 어린아이는 그 범인의 생각을 읽어요.(검정이들은 다 자기편이다)같았어요.
하여튼 그러다 증인으로 여학생이 중간에 와서 진실을 말하게 되는건데 여기까지 밖에 기억이 안나서 제목좀 알러주시면 감사하겠습니다ㅜㅜ"
TV,드라마,우리나라 드라마는 아니고 외국 드라마 같았어요.. 영화 인지 드라마인지도 잘 모르겠는데 틱톡에 많이 떠서 물어봐요 영어로 niccologovender 이렇게 뜨기도...
TV,드라마,2009년에 방영한 드라마 같은데 제목 좀 알려주세요!!
TV,드라마,드라마 상에서 주인공들이 다니는 대학교가 명문대 설정인가요?
TV,드라마,"로코 드라마 추천 부탁드려요
그해우리는, 태양의후예, 힘쎈여자 도봉순 등 재밌게 봤어요
이런 느낌의 드라마 추천 부탁드립니다~~%^"
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,로맨스 드라마나 영화 추천해주세요ㅜㅜ
TV,드라마,"이번에 <제이티비시>(JTBC)에서 방송하고 있는 드라마인 ""닥터 차정숙""은 어떤 드라마인가요?

해당 드라마에 대한 내용, 출연진 등은 어떻게 구성되어 있나요?

그리고 편성 시간은 제이티비시(JTBC)를 기준으로 언제 편성되는지요?"
TV,드라마,
TV,드라마,
TV,드라마,
TV,드라마,
