카테고리,키워드,질문
쇼핑,생활용품,... 그래서 준비 과정에서 '전기용품 및 생활용품... 및 생활용품 안전관리법'이 적용되나요? 2. 원산지만... 전기생활용품안전관리법에 따른 안전기준준수대상 ...
쇼핑,생활용품,"생활용품으로 샤워기 1개 직구했습니다.

24인치 짜리. 좀 큽니다. 생활용품 단품인데 여기에 관세가 붙는 게 맞나요?"
쇼핑,생활용품,"안녕하세요, 직구로 물품 2개를 구매하려고 보니

두 제품 모두 전기용품 및 생활용품 안전관리법에 따른 안전관리 대상품입니다.

라는 문구가 적혀있습니다.

그래서 이것저것 검색해보는데 잘 이해가 가질 않아서요.. 
구입 시 따로 제가 신고를 해줘야하는 부분이 있는건가요??"
쇼핑,생활용품,스피커와 공기청정기가 생활용품인가요?
쇼핑,생활용품,"다이소는 싼만큼 질도안좋고 금방고장나고 특히 스테인레스같은건 싸구려라 녹금방쓸어서 버리게되더라구요
그렇다고 대형마트가자니 국자 뒤집게 하나에 거의 돈만원해서 자취생한텐 부담되거든요
다이소랑 대형마트 중간쯤 질과 가격으로파는 곳은 없나요?
이케아도 사람들 많이가던데 전 안가봐서 잘모르겠네요
싸다고는 들었는데 다이소만큼 질이 안좋은건 아닌지요
생활용품가게 추천해주세요"
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,... 그래서 준비 과정에서 '전기용품 및 생활용품... 및 생활용품 안전관리법'이 적용되나요? 2. 원산지만... 전기생활용품안전관리법에 따른 안전기준준수대상 ...
쇼핑,생활용품,"일상 생활 용품, 휴대품,
생필품 중에 세균이 많은 것.. 어떤 것이 있나요?"
쇼핑,생활용품,"안녕하세요.
스토어팜 투잡으로 시작해보려고 하는데
음식이나 화장품은 판매 허용 되어야 해서 어려울 것 같고,
옷은 제가 옷에 대해서 잘 알지 못해서 경쟁력 없을 것 같아서
생각해본게 생활용품으로 하면 좋을 것 같거든요.
생활용품도매 사이트 마진 괜찮은 곳 있으면 추천 좀 부탁드립니다,"
쇼핑,생활용품,"생활용품 사용되는 효소
사용효과
효소의 기능
아는 사람 있을까요ㅠㅠㅠ◠̈??? 제발 도와주세요ㅠ◠̈"
쇼핑,생활용품,"이번에 군부대 납품과 시청쪽 납품을 진행하고 있습니다.
바이어가 욕실 용품과 기타 생활용품을 최대한 많이 알아봐달라는 요청이 있어서 
문의드립니다.

대량 납품이고 최소 2년간 안정적인 납품이 가능하기에 단가 조정이 필요합니다."
쇼핑,생활용품,워킹트레드밀(러닝머신) 수입 또는 국내OEM제조 후 판매하고자 할 때 생활용품 안전확인 인증만 받은 후 판매하면 되나요?
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,"블로그나 인스타그램으로 공구나 생활용품 판매하시는분들은 어디서 물건을 가지고 오나요?
공구하는걸 보면 브랜드 냄비가 있던데요. 그런건 그브랜드 회사로 연락해서 받는건가요? 어떤과정이 있는지 궁금한데 알수있는방법이 없네요. 도움 부탁드려봅니다."
쇼핑,생활용품,
쇼핑,생활용품,... 그래서 준비 과정에서 '전기용품 및 생활용품... 및 생활용품 안전관리법'이 적용되나요? 2. 원산지만... 전기생활용품안전관리법에 따른 안전기준준수대상 ...
쇼핑,생활용품,"지구 환경을 지키기 위한 방안으로 버려지는 헌옷을 이용하여 우리거 일상생활에서 사용할수있는 생활용품의 설계도를 과학적으로 구상하여 그림으로 표현하고 설명하시오...ㅠ
빨리요 ㅠㅠ 내일 제출해야함 ㅋ큐ㅠ"
쇼핑,생활용품,"대학교에서 자취하거나 기숙사에서 필요한 생활용품들 갈켜주셈..

다리미 드라이기 PC 빼궁..."
쇼핑,생활용품,"생활용품 위탁으로 스마트스토어 판매 예정 중입니다.
어떻게 업체를 찾을 수 있을까요?
구매고객은 많이 확보해놓은 상태입니다."
쇼핑,생활용품,"생활용품을 최저가만 따져서 따로따로 시키려니 배송비가 너무 아깝고 귀찮기도 해서, 생활용품(샴푸,린스,바디워시,섬유유연제,휴지,각티슈,물티슈등) 을 한번에 판매하는 스마트 스토어 있으면 추천 부탁드립니다.

단! 네이버 플러스 멤버십이 적용되는 스마트 스토어만 추천 부탁드립니다. 쿠팡이나 타사 쇼핑몰 광고하지 마세요"
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,편의점생활용품잡화류 모기향등 포인트적립되나요. 안되나요.
쇼핑,생활용품,"중국에서키링수입하여 팔려고 합니다.
다른분들도 해외직구만있어서 들어가서 보니
전기용품 및 생활용품 안전관리법에 따른 안전관리대상 제품입니다라고 적혀있어서 알아보니
안전기준준수대상 생활용품 인거같더라구요

키링 제품을 시켰는데..
혹시 들여오기전에 주의해야할사항이있을까요??
수입이 된다고 해서 이미 결제까지 다했는데..
제발좀 도와주세요 ㅠㅠ"
쇼핑,생활용품,... 그래서 준비 과정에서 '전기용품 및 생활용품... 및 생활용품 안전관리법'이 적용되나요? 2. 원산지만... 전기생활용품안전관리법에 따른 안전기준준수대상 ...
쇼핑,생활용품,"안녕하세요
핸드폰에 거는 악세서리를 판매를 하려고하는데요~
전기용품 및 생활용품안전관리법에 의해서 악세서리(일종의 스트랩이며 구슬이나 진주를 줄에 꿰어서 만든제품)도 표기를 해야하는건지 문의드립니다."
쇼핑,생활용품,"수급자가 되면 전자제품이랑 생활 용품이 나오나요
아니면 사야 하나요"
쇼핑,생활용품,
쇼핑,생활용품,"안녕하세요 다름이 아니고 여행용 멀티어댑터의 경우.. 전기용품 및 생활용품 안전관리법 요건에 해당하여
수입 시 KC인증을 받아야한다고 들었습니다.

그런데 해당 법의 고시인 '전기용품 및 생활용품 안전관리 운용요령' 별표를 찾아봐도 멀티어댑터라는 말은 안나오네요. 대신, 전압조정기, 가정용소형변압기라는 품목이 있었습니다. 질문은 2가지입니다.

1. 멀티어댑터가 전압조정기, 가정용소형변압기의 범주에도 들어가는건가요??

2. 만약 제가 질문했던 첫번째 질문이 맞다면,  정격출력이 5KVA이하인 제품만 요건대상이라는데 '정격출력'은 어떻게 알 수 있는건가요?"
쇼핑,생활용품,신발도 생활용품 맞죠?
쇼핑,생활용품,"안녕하세요 : )
제가 판매중인 제품이 안전기준준수대상 생활용품 중 가정용 섬유제품, 기타 제품류에 해당하는 것 같은데
확실치가 않아서 기관에 문의를 해보고 싶거든요.
어디쪽으로 문의를 해야 정확히 알 수 있을까요??"
쇼핑,생활용품,... 그래서 준비 과정에서 '전기용품 및 생활용품... 및 생활용품 안전관리법'이 적용되나요? 2. 원산지만... 전기생활용품안전관리법에 따른 안전기준준수대상 ...
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,... 그래서 준비 과정에서 '전기용품 및 생활용품... 및 생활용품 안전관리법'이 적용되나요? 2. 원산지만... 전기생활용품안전관리법에 따른 안전기준준수대상 ...
쇼핑,생활용품,생활에 쓸만한 생활용품을 만들어야하는데 초등학생 선에서 만들수 있는게 있을까요? 작은 의견이라도 던져주세요ㅠㅠ
쇼핑,생활용품,"생활용품포장일어때요
힘든가요?
후기좀알려주세요
내공드립니다"
쇼핑,생활용품,
쇼핑,생활용품,... 그래서 준비 과정에서 '전기용품 및 생활용품... 및 생활용품 안전관리법'이 적용되나요? 2. 원산지만... 전기생활용품안전관리법에 따른 안전기준준수대상 ...
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,빛의 성질을 이용한 발명품이나 생활용품 좀 알려주세용 이왕이면 무슨 빛의 성질을 썼는지도요....
쇼핑,생활용품,
쇼핑,생활용품,"생활용품 좋은거파는곳이
따로잇나요~?
고수주부님들 좀알려주세요!!"
쇼핑,생활용품,"저 기술 수행평가인데 제발 1개만 추천해주세요...
유명한거 말고 잘 모르는 그런것좀 알려주세요"
쇼핑,생활용품,"생활 속에서 효소가 사용되는 사례를 여러가지 알려주세요!!!
대신 과학/기술, 식품, 인물 제외하고 써주세요
최대한 다양하게, 여러종류로 써주세요!!
(생활용품쪽이면 더더 좋아용"
쇼핑,생활용품,
쇼핑,생활용품,"200,000 정돈데"
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,"쇠로된 기구인데 불가피하게 야외에 있어야해서요..

예를 들어 치약을 바른다던지 이런 느낌으로 생활용품으로 가능한 방법 있을까요"
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,... 그래서 준비 과정에서 '전기용품 및 생활용품... 및 생활용품 안전관리법'이 적용되나요? 2. 원산지만... 전기생활용품안전관리법에 따른 안전기준준수대상 ...
쇼핑,생활용품,제목처럼 일상공감 같은 생활용품쇼핑몰 저렴하고 품질 좋은 곳 추천해주세요. 
쇼핑,생활용품,... 그래서 준비 과정에서 '전기용품 및 생활용품... 및 생활용품 안전관리법'이 적용되나요? 2. 원산지만... 전기생활용품안전관리법에 따른 안전기준준수대상 ...
쇼핑,생활용품,"1차전지(단추형 전지)에서 망간 건전지, 알칼리.망간건전지가 안전확인대상 생활용품 인증대상으로 알고 있는데
망간건전지, 알칼리.망간건전지가 단추전지중에 어떤 모델인지 확인 가능할까요?

예)LR모델은 인증대상, CR모델은 인증미대상"
쇼핑,생활용품,옷이나 생활용품 좀 알려주세요
쇼핑,생활용품,
쇼핑,생활용품,일반적인 물류센터같은 몸쓰는 알바인가요?
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,"주택인데요! 독립 등 여러이유로 가족 구성원들이 줄어서 집에 남아있는 필요없는 가구와 정말 많은 생활용품들(옷, 이불, 기타등등)을 처리를 부탁할 수 있는 업체나 방법이 있을까요?"
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,
쇼핑,생활용품,"안녕하세요 해외에서 물건 사입해서 국내에서 판매하려고하는데요.
전자용 회로 수위치인데 
관세사에 여쭤보니 전기용품 및 생활용품 안전관리법에 따른 안전인증을 받아야 수입이 가능하다고 하는데.
이것이 KC인증을 말하는 건가요.. ??"
쇼핑,생활용품,
쇼핑,생활용품,"대충 작성한 답변은 채택하지 않겠습니다

Dc생활마트처럼 한곳에서 거의 모든걸 파는 업체 있을까요? 하나하나씩 다 따로 사려니 배송비가 나와서 다양한 물건 모두 파는 업체 부탁드려요"
쇼핑,생활용품,"안녕하세요?
해외에서 의류를 수입하여 국내에 판매를 준비하는 사람입니다만,

제가 찾은 바로는 전기용품 및 생활용품 안전관리법에 의거하여 아래 사항들이 의류에 탈부착이 가능하지 않은 종류의 태그로 표시되어 있어야 한다는 것으로 알고 있습니다.

1. 섬유의 조성 또는 혼용률
- 겉감
- 안감
- 충전재를 사용한 제품은 충전재 병기. 다만 다운제품은 솜털 (다운), 깃털(페더), 기타로 구분하여 % 표기
2. 제조자명 또는 수입자명
3. 제조국명
4. 제조연월, 최초판매시즌, 로트번호 등의 어느하나를 표시
5. 치수(숄, 가방, 커튼 등 일부제품은 생략)
6. 취급상 주의사항
7. 표시자 주소 및 전화번호

허나 정확한 법률 조항이 맞는지도 모르겠거니와, 위 사항들이 꼭 한글로 표기되어야 하는지도 알고 싶습니다. 제조국의 언어가 불어, 영어 혹은 일본어이면, 그대로 가지고 들어와서 판매해도 될지 궁금합니다."
