카테고리,키워드,질문
안부 일상 대화,거주지정보,"[Web발신]
[F&U신용정보] SKT 미납 요금 관련 거주지방문 예정 안내

고객님, 안녕하세요.

SK텔레콤 미납 요금이 장기간 납부되지 않아 재산 조사를 위한 거주지 방문이 진행될 예정입니다.

실사 이후 채권자에게 채권 보전 절차를 의뢰할 예정이니 불이익이 발생하지 않도록 납부 부탁드립니다. 일정은 담당자에게 문의해 주시기 바랍니다.

■ 담당자: 정윤정 : 042-330-4025
■ 고객님만의 입금전용계좌 : 카카오뱅크 : 9203-06-2919163

---‐----------------------------------------------------------------------------------------
제가 SKT 장기미납으로 인해 직권해지되어 약600만원가량 체납이 되어있어 신용정보사에서 독촉전화를 받고 있습니다.
현재 한번에 납부할수있는 경제상황이 되지않아 분할납부로 가능하냐 했는데 일시납으로만 가능하다고 하네요. 방문추심 명단에 올려서 재산조사와 현재 등본상에 거주하는지 나온다고 하는데 어찌해야 하나요.. 그리고 폰 개통당시에 신분증 주소가 부모님집주소였는데 우편물이 부모님집으로 도착되어 다 알게 되셨고 재산조사시 부모님 집도 방문할수 있다라고 하는데 현재 저는 결혼해서 나와서 등본주소상 제가 세대주로 되어있는데 저희집만 오는게 아니고 부모님 집에가서 재산조사, 방문추심을 할수있나요? 법적으로 저쪽에서 하게되면 어떤것들을 하고 얼마정도의 시간이 소요되나요.. 내공 300 겁니다.. 전문가님들 답변 부탁드려요.."
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"고시원에서 이사갔는데 주소이동을 안해서
거주지불명 처리를 했더라고요. 이틀만에 복구시키긴 했는데 2023년 9급 지방직 공채에 지원하는데 문제 없을까요?"
안부 일상 대화,거주지정보,"안녕하세요 저는 부산에 특성화고 다니는 1학년입니다
제 꿈이 음악쪽인데 이상한 조립이나 컴퓨터나 하고있어서
부모님한테 얘기후 설득한뒤 거주지이전으로 전학갔다가 다시 오려고합니다 그런데 제가 이동네에서 특성화고 다니다가
다른지역으로 가면 그근처 일반고에 갈수있는거고
몇개월 이상 채워야 이사전 학교로 안가나요
그리고 교육청에서 혹시나 위장전입 이런거 이악물고 빡세게 검사하고 잡으려고 하나요?"
안부 일상 대화,거주지정보,2023 8월 부산에서 병역 판정검사가 있는데 제가 2월달에 친구들이랑 같이 받는다고 부산 쪽에 신청을 넣었어요. 3월부터 대학을 서울에 다니기 시작해서 기숙사 생활을 시작하였고 본인 거주지가 멀 경우 교통비 지원을 받는다고 하더라구요. 혹시 지금 거주지를 기숙사로 변경할 수 없는건가요?? 병무청 정보 수정을 눌러도 거주지 변경할 수 있는 칸이 없어서 질문 드립니다. 
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,제가 광주광역시 북구에 살면서 북부 경찰서에 신상정보가 등록되어잇는데요 . 이번에 남구로 이사왓는데 남부경찰서가서 변경해야하나요 ?
안부 일상 대화,거주지정보,"직업 목적으로 교육중입니다
이 단체에서 상담을 하고있는데
1인가구인데
저의 질문보다
부모님 성함 나이 질병상테 전화번호
직업 직업있을시 월급까지

심지어 형제들의 결혼유무
나이. 직업 월급. 사는 곳
다 물어 보았습니다

제가 거주하는곳은 누구 명의; 집 인지?
한달 관리비는 얼마인지?
부모님 거주지는 어디인지?

거짓말을 못하는 성격이라 모두 말했습니다
후회합니다

말하고나니 개인정보 다 털린기분이고 찝찝합니다

이것까지 말할 필요가 있는지?

이것이 구청과
사회복지 ??업체에서

서로 공유하는것인가요?

지금도 넘 어처구니없고

같은 1인가구인데 어떤분은 아무것도 
안물어봤고

또 어떤분은 부모님만 나이.직업 물어봤다고 합니다

전 정말 여태껏 면접 그 어떤 관공서에서도 이렇게 개인정보 털린적 없는데
너무 찝찝합니다


괜찮을까요???
변호사님"
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"제가 공무원을 생각하고 있는 와중에 내년에 순천으로 이사를 갈 것 같은데 거주지 제한이라고 있드라구요
기본적으로는 1월1일전에 전입신고하면 그 년도에는 시험칠 수 있다는데 지역에 따라 다르다고 하네요..!

순천에는 특별히 다른건 없나요?? 내년(24년도)에 이사가게 된다면 25년도에는 시험칠 수 있는가요??"
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,거주지 방문예정 최고통고서가 왔는데 그 종이에 적혀있는 기간까지 요금을납부하지않으면 집으로 찾아와서 집물건 압류하나요? 그러면 분활납부하는방법이 있나요? 그리고 분활납부하면 집으로 안 찾아오나요? 참고로 미납요금은 30만원정도 됩니다
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,... 채무불이행 정보 2건 확인 - 다중채무자 통장거래 없음 - 법원서류및 내용증명... 실거주지 파악이어려워 거주지불명신고 한다고 하니 초본지에 현재 있다고 함 질문 1....
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,... 채무불이행 정보 2건 확인 - 다중채무자 통장거래 없음 - 법원서류및 내용증명... 실거주지 파악이어려워 거주지불명신고 한다고 하니 초본지에 현재 있다고 함 질문 1....
안부 일상 대화,거주지정보,"안녕하세요.

지인이 이혼을 한 상태에서, 양육권/친권은 다 받았고, 양육비를 받고 있습니다.

1. 어찌되었던 아이의 생부이기 때문에 아이의 등본같은 서류를 뗄 수가 있을까요?

2. 아이의 서류를 뗀 내용으로 현재 거주지등에 대한 정보도 얻을수 있을까요?

3. 그러면 안되겠지만, 혹시라도 지인이 문제가 생긴다면 아이의 양육권/친권등이 양부에게 가나요?"
안부 일상 대화,거주지정보,"19년도에 5천만원 판결이 났고 얼마전에 재산명시 신청을 했습니다. 상대 거주지불명이라 조회 신청을 해야되는 상황인데, 법원에서 듣기를 제가 은행을 정해 신청하고 그 안에 상대 거래 은행이 없으면 방법이 없다더라고요. 상대의 재산을 확실히 알고 압류할 방법은 없나요?"
안부 일상 대화,거주지정보,"안녕하세요.

중국 비자대행업체를 통해서 비자 신청하려는데
제 개인정보 및 고등학교, 대학교 재학기간부터 시작해서 부모님의 출생도시·현거주지·직업·전화번호 등 자세한 정보를 요구하더라고요.
다른 업체도 알아봤지만 중국 비자 발급이 까다로워서 다 써야 하는 정보들이라고 하기에 업체에 제출했습니다.

며칠 뒤 그 업체의 메일로 모르는 분의 비자 신청서를 받았는데 그분의 주민등록번호, 현 거주지, 전화번호, 배우자정보, 부모님 정보 등등 다 기입되어 있는 서류였어요. 

발송하신 분이 실수로 보낸 것 같은데 괜히 제 것도 이런 식으로 유출(?) 당할까봐 깨름칙하더라고요.

그냥 넘어가기에는 찜찜하고 이런 경우에 어떻게 뭘 할 수 있는 게 있는지 모르겠어서 질문 남깁니다."
안부 일상 대화,거주지정보,"안녕하세요,

저는 2020년에 아버지의의 미국 영주권 자격으로 37세까지 국외여행 기간연장을 받았습니다.
현재까지 미국에서 부모님과 같이 거주중이고 저 또한 미국에서 영구 영주를위해 미국 영주권 신청이 들어가있는 상태입니다.

제가 올해 2년간 부모의 거주국가가 아닌 제3국인 영국으로 유학과 인턴취업을 계획하고 있는데, 부모의 거주지와 다른 제3국에 학업목적으로 잠시 거주할시 제가 받아놓았던 기간연장의 허가 취소 사유가 될 수 있나요?

만약 취소사유가 된다면 제3국으로 가기전 새로운 거주사실 확인서로 새로운 기간연장허가를 신청하는게 옳을까요?

저희 부모님 상세정보입니다
부: 미국 영주권취득 2019년 7월
모: 미국 영주권취득 2018년 6월
본인: 모와 2018년부터 함께 미국 거주, 아버지는 2019년도에 미국에 오셔서 지금까지 함께 거주중입니다.

답변부탁드립니다 감사합니다."
안부 일상 대화,거주지정보,"수원거주하다 화성시로 이사한지가 5년됬는데
수원시에서 들었던 청약통장도 거주지변경을 별도로 해야하나요?"
안부 일상 대화,거주지정보,... 채무불이행 정보 2건 확인 - 다중채무자 통장거래 없음 - 법원서류및 내용증명... 실거주지 파악이어려워 거주지불명신고 한다고 하니 초본지에 현재 있다고 함 질문 1....
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"[Web발신]
권태수님 LGU+ 연체로 거주지 파악 위해 10/28 13시 등본지 방문예정-미래신용정보 진짜로 방문 하나요?"
안부 일상 대화,거주지정보,... 채무불이행 정보 2건 확인 - 다중채무자 통장거래 없음 - 법원서류및 내용증명... 실거주지 파악이어려워 거주지불명신고 한다고 하니 초본지에 현재 있다고 함 질문 1....
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"이번에 이사를 하게 되면서 실 거주지와 주민등록상 주소지가 달라지게 되었습니다.
현재는 최초 등록후 주소지 관할 경찰서에 가서 1년마다 사진 찍었는데

거주지와 주소지가 달라지게 되면서 앞으로 주소지 기준 관할 경찰서로 가야하는지, 여쭙습니다.

거주지와 주소지 간의 거리가 멀어서 너무 혼란스럽습니다. 답변 기다리겠습니다."
안부 일상 대화,거주지정보,"현재 부모님 명의로 된 집에서 지내고있습니다 (자가)
이번에 제가 취업 관련 문제로 할머니댁으로 거주지 이전을 해야할거 같습니다
저희 할머니는 월세이며 나이는 70세이상입니다
본가에 거주할땐 재산요건에 충족하지 못해 근로장려금을 못받았습니다
이번에 거주지 이전을 한다면 근로장려금을 받을 수 있을까요?
12월 31일 기준 거주지로 한다는 정보를 보았는데 다음달에 옮겨도 못받는걸꺄요?"
안부 일상 대화,거주지정보,현재 제가 21살로 대학교 2학년에 재학 중인데 시험 응시 하려는 지역으로 5월 8일에 전입신고를 할 예정입니다. 그럼 3년이 지난 2025년 6월에 공무원 시험 응시가 가능할까요?
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"안녕하세요 질문 하나 드립니다
제 명의로 된 집이 하나 있고 현재 주민등록상으로도 이집으로 주소가 되어 있습니다
그런데 직장때문에 주소만 옮기게 되면 이때 연말정산이나 이런거에 영향이 미치는게 있을까요?"
안부 일상 대화,거주지정보,핸드폰요금이 9개월정도 미납상태여서 신용정보로 이관됏고 방금 오늘포함 거주지 방문예정이라는 문자가 왓는데 진짜로 방문할수도 있나요?
안부 일상 대화,거주지정보,"안녕하세요 

내년 2023년 지방직 (교육행정직렬) 을 목표로 공부하고있습니다.
지방직의 경우에는 응시자격에 거주지제한이 있는데, 
서울시 시험은 거주지제한이 없는 것으로 알고 있습니다. 
-서울시 교육행정직도 서울시 시험에 들어가는 건 가요? 
그렇다면 거주지 제한이 없나요?  
(제가 알기론  일반 지방직 시험으로 알아서 거주지제한이 있는걸로 알고 있습니다. )
몇개의 블로그마다 정보가 달라서 확인차원에서 질문드립니다 "
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"틱톡, 웨이보 등등 중국어플들이 개인정보 빠져나간다고 하잖아요 중국은 개인정보를 왜 수집을 하는건가요? 그리고 웨이보 댓글 작성하면 자신이 거주지가 노출 된다고 하던데 진짜인가요? "
안부 일상 대화,거주지정보,"저와는 관계 없는 사람의 친족간 성범죄 피해내용과 피해자 이메일연락처를 제보하게 되었는데 연락처와 거주지를 모르면 진행되지 않는다고 하네요

궁금한 점은 다음과 같습니다.

1. 이메일 연락처는 연락처로 기능할 수 없는건가요?
2. 거주지를 모르면 진행되지 않는 건가요?
3. 그밖에 어떤 것이 더 필요한가요?"
안부 일상 대화,거주지정보,"제가 지방에서 살다가 이번 달에 경기도로 이사를 갔습니다. 
근데 제가 이번 달에 경기도에 살다가 내년 24년도에 경기도 내에 다른 곳으로 이사를 갈 예정입니다. 
그러면 저는 내년 24년도 경기도에서 시험을 응시할 수 있는지 궁금합니다. 
다른 질문으로 경기도나 부산 모든 지역 응시 가능한가요?"
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,서산에서 쭉 살았는데 2023년6월에 서울로 전입신고를하면 2024년 6월에시행되는 지방직공무원시험 충남교육행정2권역에 응시할수있나요? 자세한설명 부탁드립니다
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"안녕하세요 대출관련하여 여쭤봅니다.
지금 살고있는 집을 매수하려고 합니다.
남편과 혼인신고는 안한 상태이며, 둘다 거주지 등록은 현 집으로 등록되어있어요.

여기서 궁금한건 혼인신고하고 대출을 받으면 소득구간때문에 실행이 안되는 상황이라 제 앞으로 대출을 받고 혼인신고 하면 기존에 받은 주택자금대출 조건은 변경없이 그대로 유지되나요?
지금 거주지 등록되어있는 점도 상관 없을까요??
참고로 지금 전세계약은 남편 앞으로 되어있습니다.


도움 부탁드립니다."
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,1970년대 이민간 모친의 자료를 알 수 있을까요? 이민가서 결혼하고 낳은 자녀의 국적은 미국이며  모친의 주민등록번호나 거주지를 알고 싶을때 모친이 이미 사망하셔서 알 수 있는 방법 알고 싶습니다
안부 일상 대화,거주지정보,삼척거주인데 강릉으로 지방직9급 지원 가능한가요???
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"거주지임대차계약서
제가 금융기관에 제출을 해야 해서 거주지 임대차 계약서가 필요한데 저희 가족이 알면 안되는데 어떻게 뽑고 어떻게 해야 할까요???ㅠㅠ"
안부 일상 대화,거주지정보,"현재 제 등본상 거주지는 경상도인데 현재 거주하고 있는 곳은 경기도입니다.


1. 등본상 거주지에 나오는 공고만 신청가능한건가요?
2. 현재 거주하고 있는 곳으로 전입신고를 하면 경기도 공고 떴을 때 바로 신청가능한가요? 
( 실거주를 몇년에서 몇달동안 해야 인정이 된다는 얘기를 들어서요. )
3. 임대공고는 NH청약센터 - 임대주택 외에 올라오는 사이트가 있나요?
4. 선착순 공고의 경우 어떻게 이루어지는건가요?
5. NH주택청약없이 선착순으로만 임대가능한 공고가 있다고 들었는데 그 임대주택의 상품명이 뭔가요? 


정보는 많이 듣고 보는데 저에게 필요한 정보가 없어서 올려봅니다.
답변해주시는 분들 새해 복 많이 받으시고 다들 내집마련 하시길 바랍니다!"
안부 일상 대화,거주지정보,"기존에 부모님 아래에서 건강보험이 진행되고 있었는데
남편과 제 거주지를 동생 집으로 옮기게 되면
건강보험은 어떻게 해야하나요?"
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,아고다에서 숙소 예약을 했는데 예약 확정서를 보니 예약자 거주지(country of residence)가 일본으로 되어있더라구요. 전에 일본에서 여행하는 중에 숙소를 예약할 일이 있어서 잘 모르고 거주지를 일본으로 해서 프로모션을 받았었는데 이걸 바꿀 수 있는 방법이 없을까요?
안부 일상 대화,거주지정보,"부산에서 천안에 있는 절에 들어가려합니다. 모래 들어가는데요
절로 거주지를 이전하고, 그곳에서 나름대로 공부하다가 수능시험을 접수하려고 하는데,
일단 첫번째로 절로 거주지 이전이 가능한지가 궁금하고, 가능하다면 수능원서접수를
천안시 교육청으로 가서 하면 되는건가요?
10월 말에 예비군이 있어서 그것도 연기해야 되는데 필요한 서류가 수능원서접수증 하나뿐인건지...
정말 궁금합니다 ㅠㅠ 휴대폰도 사용하지 않고 나름대로 열심히 해볼 생각이라서 이 부분이 해결이 안되면 추후 상당히 제 입장이 난처해집니다... 답변 부탁드리겠습니다 감사합니다"
안부 일상 대화,거주지정보,지인들이 제 당근마켓 계정을 알고 있는 상태인데 거주지 옮긴 걸 알리기 싫어서요 보통 지역인증이나 그런 걸 하면 일반사용자들까지 제가 어디 위치인지 알 수 있는데 따로 지목해서 그사람한테만 숨길 수 있다던가 아얘 검색 등에 안 뜰 수있게 하는 방법 없나요? 당근 계정이라 탈퇴할 수도 없고 참……………….
안부 일상 대화,거주지정보,"직업 목적으로 교육중입니다
이 단체에서 상담을 하고있는데
1인가구인데
저의 질문보다
부모님 성함 나이 질병상테 전화번호
직업 직업있을시 월급까지

심지어 형제들의 결혼유무
나이. 직업 월급. 사는 곳
다 물어 보았습니다

제가 거주하는곳은 누구 명의; 집 인지?
한달 관리비는 얼마인지?
부모님 거주지는 어디인지?

거짓말을 못하는 성격이라 모두 말했습니다
후회합니다

말하고나니 개인정보 다 털린기분이고 찝찝합니다

이것까지 말할 필요가 있는지?

이것이 구청과
사회복지 ??업체에서

서로 공유하는것인가요?

지금도 넘 어처구니없고

같은 1인가구인데 어떤분은 아무것도 
안물어봤고

또 어떤분은 부모님만 나이.직업 물어봤다고 합니다

전 정말 여태껏 면접 그 어떤 관공서에서도 이렇게 개인정보 털린적 없는데
너무 찝찝합니다


괜찮을까요???
변호사님"
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"제가 한달 전 가벼운 감기로 병원갈 일이 있어서 갔는데
건강보험 미가입이라서 진료비가 많이 나왔더라구요
처음엔 퇴사 후 오랜 기간 백수라 그런건 줄 알았는데
지금 생각해보니 제가 그 시기에 자취방->본가로 거주지가 바뀌면서
본가로 전입신고를 했어야했는데 자꾸 미루다보니 6개월간 못했습니다
그래서 등본 떼면 거주지 불명으로 나왔었는데 혹시 이거때문인가 해서요

1. 실거주지 정상적으로 확인 되고 직장 퇴사하면 건강보험은 자동적으로
직장->지역 가입자로 알아서 변경되나요? 공단쪽에 전화 안해도?

2. 저같은 경우 직장->지역 가입자로 전환될 시기에
실거주지 확인이 안되서 거주지 불명으로 떴기 때문에 보험 적용을 못받았던건가요?
아니면 단순히 무직상태라 안됐던건가요?

3.저번주에 주민센터가서 과태료? 몇만원 내고 전입신고 새로 한 뒤,
등본에 이제 거주 정보 제대로 뜨는데
건강보험도 자동으로 지역 가입자로 변경되나요?
아니면 제가 건강보험공단에 따로 전화해서 지역 가입자로 해달라고 해야하나요?

특히 2,3번이 궁금합니다.
4월 3일에 회사 입사예정이라 아마 그 주에 4대보험 들어가서 어차피 직장가입자로 될텐데
5일정도 남은 지금 시점에 굳이 공단 전화해서 지역가입자로 들어가야하나요?"
안부 일상 대화,거주지정보,제가 지금 전남이 거주지로 등록되어있긴 한데 실거주지는 광주인데요 보니까 전남 광주는 같은 병무청이라서 광주로 사회복무를 할 수 있다고 되어있는데요 가능한가요?
안부 일상 대화,거주지정보,"안녕하세요 의기직 거주지에 대해 궁금한게 있어 질문 올립니다.

제가 지금 경기도 고양시에 거주중인데 경기도 남양주나 인천 이런 곳도 지원 가능한걸까요?"
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"지방직 공무원은 거주지 제한이 있다고 하는데

해당거주지역이 도를 말하는건지 시를 말하는건지 모르겠어요

해당거주지역이 도 이기만 하면 도내에 있는 시 들중에서 배치되는건가요?"
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,"지방직을 23년도에 응시하려고 합니다.
지금까지 경기도에서 20년이상 살아왔어요.
12월에 주민등록상 거주지를 인천으로 변경하려고 하는데요.
이렇게 되면 인천과 경기도 두 곳 모두 응시 가능한 것이 맞을까요?(물론 중복접수가 안되는 것은 알고 있습니다! 둘다 응시 가능한 조건인지 알고 싶습니다.)
만약 23년도에 불합하여 24년도에 다시 응시하더라도 인천에 주민등록상 거주지를 유지하고 있다면
인천 응시가 가능하고
경기도도 거주지 조건 중 2번째 조건에 부합하여 여전히 응시 가능한 것이 맞을까요?
여러번 읽어보았지만 확신이 들지 않아 질문합니다!!"
안부 일상 대화,거주지정보,
안부 일상 대화,거주지정보,
