카테고리,키워드,질문
정치 경제,부동산,"얼마전 장인어른이 돌아가셨습니다. 이후 부동산 소유권이전등기(협의분할에 의한 상속)절차를 진행하려고 합니다.
상속인으로 배우자(장모님), 아들 2명, 딸 3명이 있고, 상속은 장모님 단독명의로 이전등기하려고 합니다.
장인어른 명의로 부동산 논, 밭, 주택, 임야가 있는데,,,이 중 밭 1군데(필지)가 집안간 다른사람과 공동명의로 되어 난관에 부딪혔습니다.

질문하고자 합니다.
1.문제가 되는 밭(망인과 공동명의)을 제외하고 나머지 주택, 논, 전, 임야만 따로 협의분할에의한 상속(소유권이전등기신청)을 진행해도 되는가요?
2. 아니면 문제가 되는 밭(망인과 공동명의)을 포함한 부동산 전체를 묶어서 소유권이전등기신청을 해야하는지?
3. 2)안의 경우  망인과 공동명의자가 협의분할에 의한 상속에 동의하지 않을경우 어떻게 해야하는지?
   2)안의 경우 망인과 공동명의자 협의분할에 의한 상속에 동의할 경우, 첨부서류 등 어떻게 진행해야 하는지? 해법을 주시면 감사하겠습니다."
정치 경제,부동산,"부동산 관련 문의 입니다.

1. 집주인이 변경되어 계약서를 다시 작성한 경우, 재계약에 해당하는지 궁금합니다.
(기존 계약서는 기간 만료)
1-1. 재계약에 해당 된다면, 묵시적 갱신과 동일하게 집주인에게 60일 전에 퇴거 의사 밝히면 보증금 받아 나올 수 있나요?
1-2. 60일 이내에 이사하게 될 경우에는 복비를 임차인이 지불해야 하나요?

2. 부동산 중개인이 이사날 안내하여 그에 맞춰 이사 준비를 완료하였습니다. 그런데 이사 하는 주에(이사 3일 전) 입주자가 취소하였다고 알려 왔습니다.
부동산 중개인에게 계약서를 확인 요청 하였을때, 계약서 작성을 이사 3일 전에 진행할 예정이어 계약서도 없으며, 계약금도 없는 가계약금(계약금의 10%)만 건 상황이었습니다.
부동산 과실로 진행된 부분을 관할 구청에 신고할 수 있나요?
2-1. 가계약금은 집주인에게 보내졌다고 하는데요. 피해를 본 임차인에게 가계약금을 보내달라고 할 어떤 조항이 있나요?
2-2. 부동산에서 계약서 작성 없이 이사날을 기존 임차인에게 안내하는 것이 정상적인 상황인가요?"
정치 경제,부동산,"개인회생 부동산 경매 넘어가기 직전입니다.. 제발 도와주세요
빚이 너무 많은데 나름 정리해볼라고 노력했거든요
개인회생 부동산 담보로 대출 받은게 제 실수였던 거같아요.
주변 사람들은 바로 제도 이용하라고 하는데 아무것도 몰라서 진행하기도 겁납니다.
개인회생 부동산 경매 해결해주실 분 아시면알려주세요"
정치 경제,부동산,"안녕하세요 이번에 이사로 계약을 하였습니다.
계약전 방을 먼저 봤구요 해당 건물이 KT전용 건물인걸 알았습니다 오피스텔이구요 당시 인터넷 장비가 보여 부동산에 일때문에 개인 인터넷을 사용 해야 하는데 별도로 설치해도 되냐고 물어봤고 가능하다규 답변 받았습니다.
헉시나 해서 계약 당일에도 가능한지 재차 확인 했구요
가능하다해서 바로 kt인터넷과 tv 신청 했습니다 그리고 업무용 핸드폰 2개도 같이 kt로 결합해서 옮겼구요
이후 kt에서 연락이 왔습니다 해당 건물이 kt단체 인터넷 설치 건물로 개인 회선 사용이 불가능 하다규 합니다.
황당합니다 가능하다 해서 신청했구만...
부동산에서는 나몰라라 합니다
문제가 1.개인회선이 아니면 업무를 못 봅니다.
2. 덤달아 바꾼 2개의 업무용 폰 인터넷 설치가 불가하여
결합 할인을 못 받아 계산해보니 약정2년간 100만원이 넘는 금액을 더 지불 해야 합니다.
3.해당 사유로 인터넷 가입하면서 60만원 가량의 청소기를 받을수 없게 되었습니다.
4.이전 집을 이달 말일까지 비워야 하는 상황입니다(이전 집주인 세입자 이미 구함)
5. 이전집 계약 만료 위 상황으로 길바닥 신세를 지게 생겼습니다.
설치가 안되면 이 모든걸 제가 부담하게 생겼습니다.
물론 kt자체 건물인거 알고 두번이다 확인했구요
설치가 안되면 애초에 계약을 할 이유가 없었어요"
정치 경제,부동산,"안녕하세요. 24년 증여세 개정이 된다면 제 상황에서 증여세가 궁금합니다.

24년 결혼예정이며,
재개발구역 부동산 증여받을 예정입니다.(현재 이주 시작함)
감정평가액은 1억9천 이구요
실거래가는 5억이였는데, 작년과 올해에 특수관계인 거래가 3.5억으로 거래가 좀 있습니다. 그래서 KB부동산 시세는 3.5억으로 나옵니다.

증여받을 부동산에는 대출 9천 있습니다.

1. 24년에 부동산이 분양권으로 바뀌기전에 증여를 받는경우
2. 24년에 분양권을 증여 받는경우 (24년 6월 쯤 철거예정)
3. 28년에 재개발 준공후 부담부 증여를 받는경우

어느것이 유리할까요? 아니면 또 다른 좋은 절세방법이 있을까요?"
정치 경제,부동산,"아버지가 건강상의 이유로 재산(부동산, 토지)을 어머니앞으로
이전하고 싶어하시는데 소유권이전등기신청을 하려면
본인이 아닌 자녀나 배우자가 등기소에 신청할 경우 준비해야할 서류가 많은가요?
과정이 복잡하다면 변호사를 선임해서 이전하고싶은데 서울기준으로 비용이 어느정도 될까요?
전관출신변호사 계시면 답변 좀 부탁드립니다.
찾아가서 부동산상담 받아보고 싶습니다."
정치 경제,부동산,"민법 관련해서 보고서를 작성하고있는데
부동산을 신탁회사에 신탁할 경우 위탁자는 수탁자의 허가없이 임대차 계약이 안되며, 무효라고
알고있는데 이 정확한 조항 (몇조 몇항)을 찾고싶은데 도저히 못찾겠네요 혹시 알수있을까요?"
정치 경제,부동산,"질문1) 성년후견인이 부동산 잔금시 소유권 이전을 위해 등기소 접수에 필요한 서류가 무엇인지 질문드립니다.

- 성년후견인 부동산 처분 허가 결정문
- 성년후견인 판결문
- 성년후견인 부동산 매도용 인감증명서
- 성년후견인 신분증 사본
- 성년후견인 초본(상세)
등등...

질문2) 만일, 성년후견인의 대리인이 계약시 위임장 원본이 등기소에 접수 되어야 되는건가요?

질문3) 계약시 성년후견인 판결문, 부동산 처분허가 결정문을 매수자와 부동산에 확인만 시켜 줄려고 합니다. 만일 부동산과 매수자가 법원 서류 사본을 요청시 꼭 줘야 하는지요?"
정치 경제,부동산,"부모님이 상가 하나 가지고 계십니다.
그런데 세입자 한 분이 월세를 6개월째 연체하고
이제는 연락도 안 되고 잠적이라고 합니다.
세입자 다시 받으려고 하시는데 사업자등록 말소도 안 해주고
연락두절이니 어떻게 방법이 없는 상황인 거 같습니다.
부동산소송으로 가야 되지 않을까 싶습니다.
부모님 모시고 상담 받으러 갈까 하는데
부동산소송 경험 많으신 부산민사변호사 실력 좋은 분 아시면
추천해주시면 감사하겠습니다."
정치 경제,부동산,"승소판결문으로 채무자의 부동산을 압류하고 싶어요. 전월세라면 그 보증금이라도 압류하고 싶은데..
문제는 채무자의 초본을 떼었지만 채무자가 초본의주소를 거짓으로 해놓고, 다른 곳에 살고있어서 실거주하는 그 주소를 몰라요.

정확한 주소를 모르니 압류는 불가능 한건가요?"
정치 경제,부동산,"안녕하세요.

부동산 소유주 A씨가 있습니다.

A씨랑 같이 사는 사위 관계인 B씨가 있는데,

A씨 소유의 부동산 등본을 열람해 보니 사위 B씨가 채무자 (은행에 대출)로 되어 있더라고요.

사위 B씨는 부동산 소유에 대한 지분은 전혀 없고요.

그래서 문의드립니다.

부동산 소유주가 아닌, 다른 사람이 자신의 소유가 아닌 부동산에 대해 채무를 가질 수 있는건가요?"
정치 경제,부동산,
정치 경제,부동산,부동산사기 피해자로 고소를 하고 싶습니다. 부동산사기 피해자 고소장은 어떻게 작성해야 할까요? 변호사 상담을 받으면 부동산사기 고소를 어떻게 하는지 알 수 있을까요? 부동산사기 고소를 하면 피해액을 돌려받을 수 있을까요?  
정치 경제,부동산,"위치 좋은 곳에 상가 건물이 매물로 나왔는데
주변에 있는 건물들보다 가격이 많이 낮아요
무슨 하자 있나 싶어서 살펴봐도 별다른 게 눈에 안 띄는데
가격이 낮은 게 마음에 걸려서 계약을 못하고 있어요
그렇다고 포기하자니 아쉬워서 부동산계약사기 같은 건 아닌가
변호사한테 확인 좀 받아보려고요
강남 계시는 분 찾으려고 하는데
부동산 쪽 잘 보는 사람 아시면 추천 부탁할게요"
정치 경제,부동산,"제가 명도소송을 통해 임차인을 내보낼려고 하거든요?

월세도 안준지 거진 반년이 다되가고 아무리 뭐라해도 안나갑니다. 
자기 보증금에서 제외하라고 하는데 반년치를 안줬으니 보증금은
택도 없습니다. 

너무 스트레스 받아서 그냥 시간오래걸려도 명도소송을 할려고하는데요. 

부동산명도소송 잘하는 법률사무소 있나요?"
정치 경제,부동산,"다음달에 이사를 가야하는데 집이 경매로 넘어가서
보증금을 받을 수 있을지 모르겠어요.
있는 돈 없는 돈 다 끌어모으고 여기저기 빌려서
겨우 이사갈 집을 마련하긴 했는데 이렇게 나가버리면
보증금 영영 받을 수 없을까봐 걱정되네요.
새로운 마음으로 이사할 생각이었는데
며칠째 잠도 못다고 너무 스트레스 받아요.
보증금반환소송 생각 중인데 혹시 추천할만한 서울부동산변호사 있을까요?
상담부터 받아보고 어떻게 해야할지 정하고 싶습니다.
부동산전문법무법인이나 변호사 알려주시면 감사하겠습니다."
정치 경제,부동산,"안녕하세요
답변부탁드립니다
다름이 아니라 친천들과 재산분쟁 인데요
이야기가 길어지니 요약합니다
25년전 일이고 여태껏 얘기가 없다가 현시세 2억5천하는 주택인데 3억을 달라고하더군요 안주면 소송을 한다고...내용증명도 보낸상태입니다 알아보니 이건 시효가지나 소송성립이 안된다고하더군요 그런데 궁금한점은 부동산가압류인가? 가처분인가?를한다는데 그게 되나요? 만약에 그렇게 된다면 저희는 어떻게 해야되나요?"
정치 경제,부동산,"부동산소송변호사 추천 부탁드립니다.

상속받은 토지에 농사를 짓고 있는 사람이 있는 상황인데요.

관리가 오랫동안 되지 않았던 곳인데, 비닐하우스 몇 채를

올려두고 있더라고요. 땅 주인이라는 등기를 확인시켜줘도

오랜 시간동안 자신이 관리해왔다며 퇴거를 거부하고

있는 상황인데요. 법적으로 처리할 수 있을까요? 대전지역

부동산소송변호사분의 도움을 받아보고 싶습니다."
정치 경제,부동산,"제가 1년계약으로 월세를 얻었는데(처음 계약전 여러부동산을 돌아다녔는데 다른 부동산들은 매물이없어서 딱한군대에 지금 살던집이 있어 집을 이부동산에 계약했습니다. 한달살고 계약해지하려고 부동산을 중개인에게 말하고 중개인이 인터넷으로 매물을 올려뒀는데
1.제가 지금 집을 처음 계약했던 부동산에만 월세 내놓았는데 잘안나가는데 다른 부동산에 매물 올려둬도 괜찮나요? (물론 제가 계약해지하는것땜에 부동산 중개료와 청소비는(8만원) 제가부담합니다)
2.다른부동산에 올려두된다면 지금 부동산중개인이 잘챙겨줘서 다른부동산에 매물올려두기미안한데 괜찮은지? (하 이것도문제인데 문제인지?)
광고사절이요"
정치 경제,부동산,대출연체러 부동산가압류 절차가 들어간다고 하는데 진행되는 기간은 어느정도이며 절차가 부동산가압류 들어가는 절차가 진행되는 그 사이에 대출금을 상환하면 가압류를 막을 수 있나요??
정치 경제,부동산,경기도 평택시 안중에 좋은 부동산이나 공인중개사 어디가 있나요? 추천좀 해주세요
정치 경제,부동산,
정치 경제,부동산,
정치 경제,부동산,
정치 경제,부동산,"부동산명도소송 어떻게 하는건가요? 지금 임차인이 있는데 빨리 집을 비워야 하는 상황인데 연락이 닿지 않고 있거든요 월세 미납도 5개월인데 이럴 때 민사소송 절차를 밟으라고 들었어서요
그래서 부동산명도소송 절차 진행 하려는데 어떻게 하는지 잘 모르겠네요
부동산명도소송에서 이기면 강제집행으로 내보낼 수 있는 것도 맞나요?"
정치 경제,부동산,"개인회생 부동산 가압류를 해제하기 위해서는 이 제도만 유일한 정답일까요ㅠㅠ

제가 가압류 위험에 처해 있는데

이것 저것 찾아보니 개인회생 부동산 가압류가 도움이 된다 하는 거 같아서요

개인회생 부동산 가압류를 어떻게 막아볼 수 있는지 정확히 알고 싶습니다."
정치 경제,부동산,급하게 명도소송을 해서 상가 임차인을 내보내야 할 거 같아서 명도소송 변호사와 상담이 필요합니다. 부동산법률사무소에서 상가 임대차계약이 해지가 됐는데 나가지 않고 있는 임차인이 있습니다. 임차료가 3개월 밀렸을 때 계약 해지를 통보했으나 지금 5개월이 넘게 밀리고 있는데 나가지 않고 있습니다. 임차인이 사정해서 보증금을 낮게 하고 월임차료를 높게 해서 임대차계약을 했는데 지금 후회중입니다... 빨리 내보내고 싶은데 부동산법률사무소 명도소송 변호사와 상담을 하고 소송 대비를 최대한 빨리 할 수 있을까요?
정치 경제,부동산,"부동산이 유일한 재산인 법인의 대주주 사망으로 지분을 상속하게 되었는데,, 금액이 좀 커서 분납으로 진행예정입니다.

법인명의로 부동산 담보대출을 받아서 일부 상속세를 납부하려고 하는데,

만약 상속세가 체납될 경우, 법인이 소유한 부동산에 바로 체납처분이 들어올 수 있나요?"
정치 경제,부동산,"부동산 사업 중에 소송이 들어왔는데 무조건 이겨야 되는 싸움입니다.
급히 서울부동산변호사 알아 보고있는데
사실 제가 불리하게 시작하는 싸움이긴 하거든요
근데 너무 간절한 상황이라 돈이 많이 들더라도
주변에서는 전관변호사를 쓰라고 하더라고요.
전관변호사 선임하면 그만큼 메리트가 있나요?
찾아보니까 일단 선임 비용도 차이가 있는거같고해서 그런데
전관변호사 선임해서 분쟁 해결하신 분들이나
잘 아는 분 계시면 답변 부탁드립니다."
정치 경제,부동산,"제가 명도소송 해야해서 부산부동산변호사 찾고 있어요
원룸을 세를 주고 있는데 유독 한 세입자가 월세를 2달 이상 밀리고 밀린 월세를 조금씩 내는데
월세뿐만이 아니라 현관문 앞 복도에는 쓰레기를 쌓아놔서
다른 세입자들이 냄새가 난다고 신고까지 한 상황이예요
아무리 말해도 듣질 않아서 나가라고 했더니 계약기간이 남았다고 못나가겠다고 고집을 피우네요
아직 계약기간이 많이 남았는데 그러면 명도소송을 못하나요?
몇 달 이상 월세를 밀리면 명도소송 가능하다고 들은거 같은데
이런 상황이면 명도소송이 가능하긴 한가요? 아시는분 있음 답변 부탁드릴게요"
정치 경제,부동산,"채무자와 물상보증인이 각1/2씩 공유하고 있는 X부동산에 관하여 근저당권이 설정된 후 채무자가 채무초과상태에서 자신의 1/2지분을 양도한 경우, 위 근저당권의 피담보채권액 전액이 X부동산 가액 중 1/2지분에 해당하는 금액을 초과한다면 위 지분양도는 사해행위에 해당하지 않는다.

1.이미 채무초과상태에서 본인의 지분이 1/2인데 양도해버리면 사해행위가 아닌가요?
  아무리 생각해도 사해행위 같은데 좀 자세히 알수 있도록 설명부탁드립니다
2.그런데 근저당권의 피담보채권액 전액이 X부동산 가액 중 1/2지분에 해당하는 금액을 초과한다는 말이 사해행위에 필요한 요건은 아닌것 같은데 맞나요?"
정치 경제,부동산,"전세계약금 5500만원을 돌려받지 못한 채권자입니다.
지급명령까지 되었고, 강제집행을 하려고 합니다.
ㄱ이에 관하여 궁금한 것이 있는데요

1. 채무자 소유의 건물이 있습니다.(제가 전세 살던 건물,다가구 단독주택) 해당 건물의 경매하려 할 때, 절차와 비용이 어찌되는지 궁금합니다. 또한 경매신청 전 부동산 압류를 먼저 해야하나요?

2. 만약 경매를 통해 제 돈을 전액 돌려받지 못한 경우 추가로 채무자의 타 재산을 강제집행할 수 있나요?

3. 현재 12%의 이자를 적용하고 있습니다. 이자까지 해서 제가 돌려받을 금액이 산정되는 날은 언제까지를 기준으로 하나요? 예를들어 지급명령신청서에 명시된 날부터 경매를 신청한 날까지라든가, 아니면 실제로 제가 돈을 받게 되는 날까지 등등.

4.종합해서...제가 지금 가장 먼저 해야할 것이 지급명령정본과 또 무슨 서류를 작성해서 법원에 가면 될까요?"
정치 경제,부동산,"부모님이 돌아가시며 지방소재의 토지 부동산을 상속받게 되었습니다.
상속 등기는 하지 않았지만, 상속 취득세는 고지서가 전달되어 납부한 상태이고요.

상속으로 인한 소유권 이전을 해야한다는 안내문을 받았었는데 분실해서 처리 방법을 문의 드립니다.


부동산의 상속 소유권 이전은 어느 기관에서 처리해야 하나요? 시청? 세무소? 법원?

지방 소재의 상속 부동산 관련 소유권 이전, 등기 등의 업무처리를 서울에서 할 수는 없나요?"
정치 경제,부동산,"제가 과거에 유학을 와서 그 당시 군대를 안 갔고 미국에서 영주권을 받아 현재까지 살고 있습니다. 그리고 영주권자 (국적은 한국)가 군대연기를 할 경우 60일 이상 국내에 체제하면서 각종 사업을 할 수 없고 183일 이상 체류할 수 없다는 것도 알고 있습니다. 


하지만 60일 이상 국내에 체류하지 않고 부동산을 취득할 경우에도 (취득 후에는 국내가 아닌 미국에서 체류) 부동산 수익을 소득으로 보고 군대에 갈 수 있나요?"
정치 경제,부동산,"서초 쪽에 상가를 하나 구입했는데 사기 당한 것 같습니다
상수 하수 쪽 문제 없는지 몇 번이나 물어보고 산 건데
알고 봤더니 하수도 배관이 엉망이라서 잘 막히고 뚫기도 힘듭니다
기존에 이미 임차인도 들어가 있고 위치 나쁘지 않은데
가격이 생각보다 저렴해서 잠깐 수상하긴 했는데 역시나 문제가 없는 게 아니었어요
전 주인하고 부동산에 따졌더니 전 주인은 나몰라라 하고 부동산도
자기는 전혀 상관없다는 식인데 이거 법적으로 어떻게 해결할 수 없을까요?
돈 일부를 돌려받거나 정 안 된다 싶으면 계약 취소하려고 하는데
상가 매매 사기 쪽으로 잘하는 서초부동산변호사 추천 부탁 드리겠습니다"
정치 경제,부동산,"3월에 부동산 계약을 하였는데 최근에 선순위 허위기재를 한 점을 알게 되었습니다.
집주인에게 계약 해지 요청했는데 지금 전세사기로 이야기가 나오고 있는 상황인지라 저뿐만 아니라 많은 피해자가 있어 해지가 쉽지 않습니다...

아직 계약기간이 남아 전세사기로 인정 될 수 없어 현재 할 수 있는게 아무 것도 없는 상황입니다. 

선순위 허위기재로 보상을 받을 수 있을까요?

한국 부동산협회를 상대로 소송을 하라는데 승소한 사례가 있나요.. 
절차는 어떻게 진행이 되나요?

부동산이 인정해서 서류를 작성해주면 소송 없이 가능하다 하는데 혹시 이를 인정하면 해당 부동산에 피해가 있나요? 

저랑 계약한 공인 중개사는 현재 그 부동산에 없어서.. 그 부동산 대표는 자기는 마지막 도장만 찍었을 뿐 책임은 공인중개사(관둔직원)에게 있다고만 주장하십니다.."
정치 경제,부동산,"주택담보대출연체가 되서 힘든 상황입니다.
부동산이 당장 경매로 넘어갈 위기인데 당장해결할 방법 없을까요?
담보로 잡혀있긴한데,,
담보 부동산은 주택담보대출연체에서 어떻게 해결해야되는건지,.,
도저히 물어볼 곳이 없습니다.
제도적으로도 알아봤는데 개인회생이랑 다른 제도 중에 어떤걸로 해야될까요
주택담보대출연체에 전문가이신 분들 답변 부탁드립니다.
상황이 급해요.."
정치 경제,부동산,"안녕하세요 계약해지 통보 미비로 인해 분쟁이 있어서 상의드립니다~~

2023.01 13억5천만원 매매계약서 작성, 공동중개 (계약금 2000만원 매수자가 송금)
2023.01 매수자와 계약해지 통화 (부동산에서 구두로만 통화)

- 매도자는 계약해지 통보 받고 계약금 2000만원 매도자가 돌려주지 않았음
- 매도자 매수자는 각자 중개한 부동산에 중개수수료 지급

2023.09 매수자가 해지미통보를 빌미로 매도자를 고소


이랬을때 매수자가 매도자를 고소해서 계약금을 돌려 받을 수 있을까요?
부동산과 통화로 계약해지를 얘기했던 녹음기록(계약해지란 단어는 나오지 않음)은 있지만 
문자나 문서로 계약해지 통보한 기록은 없습니다."
정치 경제,부동산,"안녕하세요. 부동산민사소송 관련 문의드립니다. 

제가 최근 부동산 계약 후 계약금을 넣어둔 상태인데요. 

알고보니 계약할 곳이 대출이 좀 많다는 것을 알게 됐습니다.

그래서 계약을 파기한 후 계약금을 돌려받고 싶은데요. 

집주인이 연락이 안되고있습니다. 

이거 부동산민사소송 가능한가요? "
정치 경제,부동산,지금 저는 고 1 인데 공인중개사 자격증을 따려고 준비중이에요 공인중개사 자격증을 딴다면 부동산학과에 갈때 도움이 될까요?. 부동산학과에 가려면 학교 내신성적은 어느 정도가 좋을까요? 학교내신에는 자신이 없어서요ㅠ
정치 경제,부동산,
정치 경제,부동산,
정치 경제,부동산,전세사기 때문에 수원부동산변호사 상담 받으려고 하는데요 민사소송이 필요할 것 같습니다 수원부동산변호사 선임해서 민사소송 하면 보증금 돌려받을 수 있을까요? 수원부동산변호사 답변 부탁드려요
정치 경제,부동산,"부동산 거래 계약을 취소하고 싶어서 부동산변호사와 상담을 받고 싶습니다. 현재 계약금, 중도금을 전부 입금한 상태이고 나머지 잔금만 치르면 되는데 상대방이 부동산에 대해서 일부 감추고 부풀린 것이 있고 부동산의 가치가 제가 생각한 만큼 있을 것 같지 않아서 부동산 거래 계약을 취소하고 계약금과 중도금을 전부 반환받고 싶습니다. 가능할까요? 상대방은 이미 중도금까지 치렀고 계약 취소 하더라도 돈을 돌려줄 수 없다고 하는데 부동산변호사 대리로 소송을 해야 할까요?"
정치 경제,부동산,명도소송 관련으로 부동산법률상담을 받고 싶습니다. 상대방이... 이런 부동산법률상담 자세히 받을 수 있고 해결해주실 수 있는 전문변호사 추천받을 수 있을까요?...
정치 경제,부동산,"월세 늦게 내고 연체한 임차인 내보내려고 합니다
올해 봄부터 거의 매달 월세 늦게 보내주셨고
지금은 3개월 분 못 받은 상태에요
보증금에서 제하고 나면 이제 2개월 분 밖에 없는데
앞으로도 계속 이러실 거 같아서 그냥 정리해야겠어요
강남부동산전문변호사 상담받고 명도소송 되는지 알아보려는데
일처리 빠릿하신 분 아시면 추천 부탁 드릴게요"
정치 경제,부동산,"부동산을 통해 주택 매매를 했고 저희쪽은 매매계약까지 작성하고 구매한사람으로부터 돈도 다 받았습니다.근데 일년이 지난 지금 보니 그 집 명의가 아직까지 변경이 안되고(우리명의) 그집은 전세계약으로 되여있네요.(매매할당시 매매로 대출이 어렵다고 먼저 전세로 해서 대출을 받고 후에 매매로 변경한다고 함)부동산에 연락해도 당시 계약을 진행햇던 담당자랑 연락하라고 모른척하고 담당자는 전화가 안되는 상황...
이런 경우 만약 세입자가 전세금 돌려달라면 저희가 책임을 져야 되는가요???어떻게 해야 될지 막막해서 조언 구해봅니다"
정치 경제,부동산,"현재 병역 미필이고 미국 영주권을 받아 37세까지 병역연기중입니다.
그리고 영주권자 (국적은 한국)가 군대연기를 할 경우 60일 이상 국내에 체제하면서 각종 사업을 할 수 없고 183일 (6개월) 이상 체류할 수 없다는 것도 알고 있습니다.
부동산 임대를 할 경우에도 사업자등록은 하지 않습니다.

질문 들어가겠습니다.

1. 영리활동의 경우 국내에 60일 이상 체류하면서 수익이 있을 경우 영리활동으로 간주되는 것으로 알고 있습니다. 하지만 60일 이내 (최대 59일)로만 체류하면서 부동산 수익이 있을 경우에도 군대에 갈 수 있나요?

2. 만약 부동산 취득만 하고 임대 소득이 없을 경우에도 병역연기가 취소될 수 있나요?"
